場コード,年,回,日,R,馬番,血統登録番号,馬名,ＩＤＭ,騎手指数,情報指数,予備1,予備2,予備3,総合指数,脚質,距離適性,上昇度,ローテーション,基準オッズ,基準人気順位,基準複勝オッズ,基準複勝人気順位,特定情報◎,特定情報○,特定情報▲,特定情報△,特定情報×,総合情報◎,総合情報○,総合情報▲,総合情報△,総合情報×,人気指数,調教指数,厩舎指数,調教矢印コード,厩舎評価コード,騎手期待連対率,激走指数,蹄コード,重適正コード,クラスコード,予備,ブリンカー,騎手名,負担重量,見習い区分,調教師名,調教師所属,前走1競走成績キー,前走2競走成績キー,前走3競走成績キー,前走4競走成績キー,前走5競走成績キー,前走1レースキー,前走2レースキー,前走3レースキー,前走4レースキー,前走5レースキー,枠番,総合印,ＩＤＭ印,情報印,騎手印,厩舎印,調教印,激走印,芝適性コード,ダ適性コード,騎手コード,調教師コード,獲得賞金,収得賞金,条件クラス,テン指数,ペース指数,上がり指数,位置指数,ペース予想,道中順位,道中差,道中内外,後3Ｆ順位,後3Ｆ差,後3Ｆ内外,ゴール順位,ゴール差,ゴール内外,展開記号,距離適性2,枠確定馬体重,枠確定馬体重増減,取消フラグ,性別コード,馬主名,馬主会コード,馬記号コード,激走順位,LS指数順位,テン指数順位,ペース指数順位,上がり指数順位,位置指数順位,騎手期待単勝率,騎手期待3着内率,輸送区分,走法,体型,体型総合1,体型総合2,体型総合3,馬特記1,馬特記2,馬特記3,馬スタート指数,馬出遅率,参考前走,参考前走騎手コード,万券指数,万券印,降級フラグ,激走タイプ,休養理由分類コード,フラグ,入厩何走目,入厩年月日,入厩何日前,放牧先,放牧先ランク,厩舎ランク,改行,年月日,race_key
3,25,3,5,6,4,22102991,カイトヴィント,46.0,0.4,0.0,0.0,0.0,0.0,46.4,3,2.0,3.0,7.0,27.7,10,5.5,10,,,,3.0,,,1.0,3.0,35.0,,58.0,-1.0,-4.7,3,3,6.3,90,20.0,2.0,35.0,,3,石神深道,530,3.0,和田雄二,美浦,2210299120250928.0,2210299120250705.0,2210299120250615.0,2210299120250413.0,2210299120250323.0,6254906.0,3252302.0,5253402.0,6253602.0,6252801.0,3,6.0,5.0,,,,,,3,2,10629,10452,727.0,400.0,1,-23.4,-5.3,-0.7,-8.4,H,13.0,17.0,3.0,12.0,14.0,3.0,7.0,15.0,2.0,0,,,,,1,本田　恒雄氏,3.0,0,13.0,5.0,12.0,11.0,4.0,11.0,2.4,11.5,2,,2333122212331233,,,,162.0,874.0,,-0.4,18.0,1.0,10629,30,,0,,,000000,2,20250910,,小野瀬ファーム,E,8,,20251122,03_3_5_06
3,25,3,5,6,5,22101821,ロードヴォイジャー,44.0,0.8,1.0,0.0,0.0,0.0,45.8,2,2.0,3.0,1.0,11.9,5,2.8,5,,,,6.0,,2.0,5.0,7.0,41.0,,93.0,4.9,6.0,2,3,13.8,182,10.0,2.0,35.0,,,丹内祐次,560,,坂口智康,栗東,2210182120251108.0,2210182120250621.0,2210182120250406.0,2210182120250308.0,2210182120241215.0,3253112.0,9253508.0,9252405.0,9251302.0,8247603.0,3,7.0,,5.0,5.0,6.0,5.0,1.0,2,2,10515,10479,960.0,400.0,1,-9.5,2.2,-8.4,-1.5,H,5.0,5.0,2.0,4.0,5.0,2.0,5.0,10.0,2.0,0,,,,,1,[hz[XNu@@@@@@@@@@,6.0,0,5.0,5.0,6.0,5.0,8.0,2.0,5.1,23.9,3,,2222222222222222,,,,360.0,153.0,771.0,0.0,0.0,1.0,10515,54,2.0,0,A3,,000000,2,20250926,,チャンピオンヒルズ,A,5,,20251122,03_3_5_06
3,25,3,5,6,6,21106118,シークレットイスラ,33.0,0.2,0.0,0.0,0.0,0.0,33.2,2,,3.0,36.0,45.1,12,8.6,12,,,,1.0,,,,,4.0,,4.0,-8.8,-10.0,3,3,3.4,46,18.0,3.0,15.0,,,横山琉人,580,,辻哲英,美浦,2110611820250308.0,2110611820241130.0,2110611820241109.0,2110611820240921.0,2110611820240713.0,6252312.0,7244108.0,3243309.0,6244606.0,3242508.0,4,,,,,,,,2,,10612,10491,661.0,400.0,1,-11.4,-5.2,-29.7,-4.6,H,7.0,8.0,2.0,8.0,9.0,2.0,15.0,41.0,1.0,4,,,,,1,山口　春夫氏,5.0,0,15.0,5.0,8.0,10.0,15.0,7.0,1.3,6.7,2,,2323322222332233,162.0,,,87.0,873.0,889.0,-0.4,17.0,,10604,9,,0,,2.0,200009,1,20251031,22.0,阿見トレーニングセンター,C,5,,20251122,03_3_5_06
3,25,3,5,6,7,22105021,マテンロウブレイブ,50.0,2.5,2.6,0.0,0.0,0.0,55.1,4,2.0,3.0,3.0,3.5,2,1.5,2,,2.0,4.0,1.0,,16.0,22.0,15.0,14.0,,416.0,15.8,12.0,3,3,42.4,140,3.0,2.0,34.0,,,横山典弘,560,,高橋亮,栗東,2210502120251025.0,2210502120251005.0,2210502120250720.0,2210502120250531.0,2210502120250216.0,4254305.0,8253206.0,3252812.0,,5251604.0,4,2.0,3.0,2.0,2.0,2.0,2.0,,3,2,10339,10445,1423.0,400.0,1,-27.0,-5.4,7.4,-10.4,H,14.0,22.0,2.0,14.0,17.0,3.0,2.0,3.0,5.0,2,,,,,1,寺田　千代乃氏,8.0,0,7.0,1.0,14.0,12.0,1.0,15.0,24.0,55.5,3,,2223322222331223,162.0,,,162.0,,,-0.6,67.0,1.0,10460,42,6.0,0,,,000009,3,20250905,,ノーザンファームしがらき,A,3,,20251122,03_3_5_06
3,25,3,5,6,8,22106328,モリノアミーゴ,49.0,1.6,0.1,0.0,0.0,0.0,50.7,4,2.0,3.0,2.0,5.9,4,1.8,4,1.0,1.0,1.0,4.0,,7.0,8.0,14.0,31.0,,226.0,11.7,-8.4,2,3,27.7,132,22.0,2.0,35.0,,,横山武史,540,,鈴木伸尋,美浦,2210632820251101.0,2210632820251012.0,2210632820250809.0,2210632820250719.0,2210632820250621.0,,5254406.0,1251508.0,,5253501.0,5,4.0,4.0,,4.0,,4.0,,,2,10590,10332,1100.0,400.0,1,-8.3,-2.4,-1.1,-9.7,H,9.0,10.0,4.0,10.0,11.0,2.0,6.0,13.0,4.0,0,,,,,2,森　和久氏,6.0,0,9.0,4.0,4.0,8.0,5.0,14.0,13.3,40.9,2,,2323322231332322,,,,461.0,795.0,739.0,-0.5,57.0,1.0,10590,28,,0,,,000000,1,20251111,11.0,ブルーステーブル,B,3,,20251122,03_3_5_06
3,25,3,5,6,9,22102745,ベネスピラ,50.3,1.7,2.2,0.0,0.0,0.0,54.2,2,5.0,3.0,18.0,5.7,3,1.8,3,1.0,3.0,1.0,2.0,,11.0,3.0,10.0,34.0,,277.0,14.5,9.0,2,3,28.2,190,23.0,3.0,35.0,,,三浦皇成,560,,鹿戸雄一,美浦,2210274520250713.0,2210274520250629.0,2210274520250607.0,2210274520250517.0,2210274520250308.0,3252602.0,3252203.0,5253103.0,4251504.0,6252302.0,5,3.0,2.0,4.0,3.0,3.0,3.0,,,2,10542,10408,1090.0,400.0,1,-10.1,-3.1,1.4,-2.8,H,6.0,7.0,3.0,6.0,7.0,2.0,3.0,7.0,3.0,3,2.0,,,,1,フィールドレーシング,,0,4.0,5.0,7.0,9.0,3.0,5.0,13.1,40.8,2,,3333233232322323,,,,491.0,234.0,120.0,0.6,33.0,1.0,10542,48,4.0,0,,4.0,001000,1,20251028,25.0,阿見トレーニングセンター,C,2,,20251122,03_3_5_06
3,25,3,5,6,10,21100387,マーベリックシチー,35.0,0.3,-1.0,0.0,0.0,0.0,34.3,3,2.0,3.0,10.0,24.0,9,4.9,9,,,,,,,,1.0,15.0,,6.0,-12.3,-10.0,3,3,5.6,156,18.0,3.0,35.0,,3,吉田隼人,580,,岡田稲男,栗東,2110038720250907.0,2110038720250830.0,2110038720250803.0,2110038720250706.0,2110038720250615.0,1252612.0,1252308.0,1251407.0,2251812.0,2251212.0,6,,,,,,,,3,2,10510,10376,940.0,400.0,1,-15.6,-11.1,-4.2,-8.4,H,11.0,12.0,3.0,11.0,13.0,2.0,9.0,20.0,4.0,0,,,,,1,Fxz[XNu@@@@@@@@@@@,5.0,0,6.0,5.0,11.0,14.0,7.0,12.0,2.4,11.0,3,,2222222221322222,162.0,,,729.0,162.0,,-0.3,20.0,2.0,10510,37,7.0,0,A4,1.0,000009,1,20251011,42.0,グリーンウッド・トレーニング,B,8,,20251122,03_3_5_06
3,25,3,5,6,11,22103946,スマートクラビ,38.0,0.2,0.0,0.0,0.0,0.0,38.2,2,2.0,3.0,4.0,45.9,13,8.7,13,,,,1.0,,1.0,1.0,1.0,4.0,,13.0,-8.1,-10.0,3,3,3.4,125,10.0,3.0,35.0,,,西塚洸二,550,1.0,中村直也,栗東,2210394620251018.0,2210394620250615.0,2210394620250405.0,2210394620250105.0,2210394620241207.0,4254106.0,9253406.0,9252303.0,7251101.0,7244305.0,6,,,,,,,,,2,10620,10495,560.0,400.0,1,-0.2,9.9,-25.1,-4.4,H,2.0,2.0,2.0,3.0,3.0,2.0,12.0,23.0,1.0,0,,,,,1,大川　徹氏,7.0,0,11.0,5.0,2.0,2.0,13.0,6.0,1.3,6.7,3,,2322322121223122,,,,,,,0.0,0.0,21.0,10578,25,,0,,,000001,2,20250920,,チャンピオンヒルズ,A,3,,20251122,03_3_5_06
3,25,3,5,6,12,21103342,カルフ,37.0,0.1,0.0,0.0,0.0,0.0,37.1,2,1.0,3.0,8.0,71.8,14,12.9,14,,,,1.0,,,,,2.0,,5.0,-11.9,-3.9,3,3,1.8,131,23.0,3.0,35.0,,,嶋田純次,580,,大和田成,美浦,2110334220250921.0,2110334220250907.0,2110334220250817.0,2110334220250427.0,2110334220250420.0,6254707.0,6254208.0,4252810.0,5252207.0,6253807.0,7,,,,,,,,3,2,10554,10433,1168.0,400.0,1,-3.1,12.0,-28.3,-2.5,H,3.0,4.0,3.0,2.0,2.0,3.0,13.0,34.0,2.0,0,,,,,3,~t@[@@@@@@@@@@@@@,3.0,0,10.0,5.0,3.0,1.0,14.0,3.0,0.6,3.6,2,,2333132222333333,,,,171.0,234.0,797.0,0.7,11.0,21.0,10555,30,,0,B2,,000009,1,20251106,16.0,ミルファーム千葉,E,7,,20251122,03_3_5_06
3,25,3,5,6,13,22105130,スターエンブレム,39.0,0.4,0.4,0.0,0.0,0.0,39.8,2,2.0,3.0,8.0,21.9,7,4.5,7,,,,6.0,,1.0,1.0,1.0,33.0,,40.0,-2.6,6.0,3,3,6.3,192,3.0,2.0,35.0,,1,菅原明良,560,,林徹,美浦,2210513020250921.0,2210513020250720.0,2210513020250621.0,2210513020250301.0,2210513020250209.0,6254707.0,3252802.0,5253503.0,6252106.0,5251406.0,7,,,6.0,,5.0,,1.0,2,2,10599,10472,990.0,400.0,1,-8.6,0.4,-9.7,-5.3,H,4.0,4.0,4.0,5.0,6.0,4.0,8.0,19.0,3.0,0,,,,,1,保坂　和孝氏,6.0,0,2.0,5.0,5.0,7.0,10.0,9.0,2.4,11.5,2,,3333223221332322,,,,451.0,162.0,56.0,0.3,0.0,21.0,10599,52,3.0,0,A2,,000000,1,20251022,31.0,ノーザンファーム天栄,A,1,,20251122,03_3_5_06
3,25,3,5,6,14,22102567,オロパタジン,45.2,0.4,4.0,0.0,0.0,0.0,49.6,1,2.0,3.0,11.0,22.6,8,4.6,8,,,,6.0,,2.0,2.0,2.0,44.0,,77.0,1.0,37.3,3,3,6.3,72,11.0,1.0,35.0,,,石田拓郎,530,3.0,相沢郁,美浦,2210256720250830.0,2210256720250816.0,2210256720250726.0,2210256720250713.0,2210256720250628.0,1252303.0,1251706.0,1251103.0,,3252103.0,8,5.0,6.0,1.0,,1.0,6.0,,3,3,10623,10329,980.0,400.0,1,2.7,5.1,-10.8,2.0,H,1.0,,2.0,1.0,,2.0,4.0,9.0,1.0,1,,,,,1,石瀬　浩三氏,8.0,0,14.0,5.0,1.0,3.0,11.0,1.0,2.4,11.5,2,,2222232232332323,162.0,,,162.0,491.0,,0.0,20.0,1.0,10626,28,,0,,1.0,001001,1,20251029,24.0,吉澤ステーブルＥＡＳＴ,C,5,,20251122,03_3_5_06
3,25,3,5,6,15,21105730,コッレヴェッキオ,40.0,0.5,0.0,0.0,0.0,0.0,40.5,4,2.0,3.0,7.0,18.7,6,4.0,6,,,,3.0,,,,2.0,17.0,,12.0,-5.9,-3.3,3,3,9.0,206,3.0,3.0,35.0,,,北村宏司,580,,高橋文雅,美浦,2110573020250928.0,2110573020250615.0,2110573020250323.0,2110573020250125.0,2110573020241123.0,6254906.0,2251212.0,9251808.0,6251808.0,5245706.0,8,,,,6.0,,,1.0,3,2,10462,10443,1190.0,400.0,1,-27.1,-5.4,-4.1,-9.0,H,15.0,23.0,3.0,15.0,17.0,4.0,11.0,21.0,5.0,0,,,,,1,吉田　勝己氏,1.0,0,1.0,3.0,15.0,13.0,6.0,13.0,3.5,15.4,2,,2323212222322133,162.0,136.0,,171.0,162.0,874.0,-0.3,40.0,1.0,10594,59,1.0,0,A1,,000001,1,20251031,22.0,ノーザンファーム天栄,A,8,,20251122,03_3_5_06
3,25,3,5,7,1,23103351,グレーヌドジョワ,24.0,0.7,0.0,0.0,0.0,0.0,24.7,3,2.0,3.0,12.0,14.4,7,3.7,7,1.0,,2.0,2.0,,5.0,1.0,4.0,30.0,,127.0,-2.4,-10.0,3,3,11.4,127,10.0,2.0,38.0,,,富田暁,560,,今野貞一,栗東,2310335120250824.0,2310335120250809.0,,,,1252201.0,1251505.0,,,,1,,,,,,,,3,3,10588,10437,190.0,,0,-16.3,-9.4,-27.2,-2.6,M,5.0,9.0,2.0,4.0,3.0,2.0,13.0,16.0,1.0,0,,,,,1,O[t@[@@@@@@@@@@@,5.0,0,8.0,6.0,5.0,5.0,14.0,4.0,4.7,19.5,3,,2223212221222222,,,,162.0,,,-0.6,0.0,2.0,10546,35,8.0,0,,1.0,100001,1,20251015,38.0,社台ファーム鈴鹿,A,6,,20251122,03_3_5_07
3,25,3,5,7,2,23101557,シンデレラガール,23.0,0.4,0.0,0.0,0.0,0.0,23.4,2,2.0,3.0,11.0,25.5,10,5.9,10,,,,2.0,,1.0,,,16.0,,21.0,-7.2,-10.0,3,3,6.4,165,23.0,3.0,18.0,,,斎藤新,550,,西園翔太,栗東,2310155720250830.0,2310155720250816.0,2310155720250727.0,,,1252302.0,1251709.0,1251205.0,,,1,,,,,,,1.0,3,,10598,10505,406.0,,0,-14.6,-8.2,-25.6,0.0,M,2.0,4.0,2.0,2.0,,3.0,11.0,10.0,2.0,0,,,,,2,山崎　太嗣氏,,0,3.0,6.0,3.0,4.0,13.0,1.0,2.5,11.4,3,,2332222221222222,162.0,,,162.0,847.0,,0.0,0.0,2.0,10598,41,4.0,0,A2,1.0,000000,1,20251104,18.0,チャンピオンヒルズ,A,2,,20251122,03_3_5_07
3,25,3,5,7,3,23103958,アロンソア,32.0,1.9,3.0,0.0,0.0,0.0,36.9,3,5.0,3.0,3.0,4.7,2,1.8,2,2.0,2.0,,3.0,,9.0,11.0,11.0,35.0,,306.0,16.2,15.0,2,3,31.4,133,22.0,2.0,17.0,,,川又賢治,560,,牧田和弥,栗東,2310395820251026.0,,,,,4254405.0,,,,,2,4.0,6.0,2.0,2.0,2.0,1.0,,2,,10586,10432,300.0,,0,-30.9,-25.5,-1.5,-6.0,M,14.0,17.0,2.0,13.0,11.0,2.0,7.0,6.0,2.0,2,,,,,1,塚田　義広氏,,0,6.0,6.0,15.0,16.0,1.0,11.0,15.8,45.2,3,,2222222231223222,,,,384.0,,,1.0,0.0,1.0,10586,33,,0,,,010000,2,20250919,,吉澤ステーブルＷＥＳＴ,B,6,,20251122,03_3_5_07
3,25,3,5,7,4,23102985,ローズプリンセス,34.2,2.3,2.5,0.0,0.0,0.0,39.0,2,2.0,3.0,3.0,3.9,1,1.7,1,1.0,2.0,1.0,3.0,,16.0,30.0,10.0,11.0,,385.0,13.8,12.7,3,3,39.3,224,4.0,3.0,17.0,,,荻野極,550,,上原佑紀,美浦,2310298520251025.0,2310298520250823.0,,,,4254303.0,4253105.0,,,,2,2.0,2.0,3.0,1.0,3.0,2.0,,2,,10580,10501,410.0,,0,-21.8,-13.0,-8.4,-3.4,M,7.0,10.0,3.0,8.0,5.0,4.0,1.0,,2.0,3,,,,,2,グランホース,,0,1.0,1.0,9.0,9.0,3.0,7.0,21.1,53.3,2,,2332122132222223,,,,474.0,,,0.0,0.0,1.0,10580,51,2.0,0,,,000000,2,20251002,,Ｔｏｍｏｒｒｏｗ　Ｆａｒｍ,B,1,,20251122,03_3_5_07
3,25,3,5,7,5,23106476,マイネルディザイア,33.0,1.5,1.8,0.0,0.0,0.0,36.3,1,,3.0,2.0,6.1,3,2.1,3,,2.0,1.0,3.0,,5.0,7.0,5.0,38.0,,194.0,11.6,7.7,3,3,25.1,153,24.0,3.0,18.0,,,丹内祐次,560,,西園正都,栗東,2310647620251102.0,2310647620251013.0,,,,,5254505.0,,,,3,5.0,5.0,4.0,3.0,5.0,4.0,,3,,10515,10339,194.0,,0,-24.9,-5.8,-16.4,-3.2,M,8.0,11.0,2.0,5.0,4.0,3.0,6.0,3.0,4.0,1,,,,,1,TubhNuEtBA@@@@,1.0,0,5.0,5.0,11.0,2.0,9.0,6.0,10.4,40.0,3,,2223323222332233,162.0,,,707.0,162.0,87.0,0.0,0.0,2.0,10515,33,,0,,,000000,3,20250912,,真歌トレーニングパーク,C,5,,20251122,03_3_5_07
3,25,3,5,7,6,23102153,マイトビーウォン,10.0,0.2,-1.0,0.0,0.0,0.0,9.2,4,,3.0,15.0,46.6,13,10.3,13,,,,,,,,,,,,-11.9,-10.0,3,4,3.0,70,3.0,3.0,18.0,,,柴田大知,560,,和田雄二,美浦,2310215320250803.0,2310215320250719.0,,,,4252403.0,3252705.0,,,,3,,,,,,,,3,,10429,10452,,,0,-23.8,-18.2,-35.8,-8.5,M,12.0,14.0,2.0,12.0,9.0,2.0,16.0,30.0,1.0,0,,,,,1,村田　滋氏,5.0,0,14.0,6.0,10.0,12.0,15.0,13.0,0.9,6.2,2,,2333323332332222,162.0,136.0,,162.0,,,-1.0,99.9,2.0,10537,14,,0,,1.0,000000,1,20250925,58.0,オークヒルファーム,D,8,,20251122,03_3_5_07
3,25,3,5,7,7,23106079,ノリマル,34.1,1.3,3.6,0.0,0.0,0.0,39.0,1,,3.0,1.0,8.6,6,2.7,6,,1.0,1.0,5.0,,6.0,6.0,8.0,34.0,,133.0,9.8,26.3,2,3,21.2,129,23.0,3.0,18.0,,,吉田隼人,560,,尾形和幸,美浦,2310607920251108.0,2310607920251019.0,2310607920250921.0,,,5255103.0,4254201.0,6254705.0,,,4,1.0,3.0,1.0,4.0,1.0,5.0,,3,,10510,10450,330.0,,0,-25.2,-11.5,-8.5,-1.7,M,9.0,11.0,4.0,6.0,4.0,5.0,3.0,1.0,5.0,1,,,,,1,中谷　典生氏,,0,7.0,3.0,12.0,7.0,4.0,2.0,9.6,30.5,2,,3333222222332222,,,,162.0,421.0,491.0,0.3,0.0,1.0,10599,38,7.0,0,A4,,000009,4,20250807,,チャンピオンヒルズ,A,6,,20251122,03_3_5_07
3,25,3,5,7,8,23106764,アンデルストープ,15.0,0.1,-1.0,0.0,0.0,0.0,14.1,1,2.0,3.0,12.0,70.2,16,14.8,16,,,,,,,,,5.0,,4.0,-11.9,-10.0,3,3,1.8,123,10.0,3.0,18.0,,,野中悠太郎,550,,宮田敬介,美浦,2310676420250823.0,,,,,1252105.0,,,,,4,,,,,,,,3,,10577,10484,75.0,,0,-26.5,-24.1,-17.7,-3.0,M,10.0,13.0,3.0,11.0,8.0,3.0,14.0,21.0,2.0,1,5.0,,,,2,m}fB[Tubh[VO@,2.0,0,9.0,6.0,13.0,14.0,10.0,5.0,0.7,3.6,2,,2323222231223222,162.0,,,162.0,,,0.0,0.0,1.0,10515,31,,0,B1,1.0,010001,1,20251028,25.0,エスティファーム小見川,C,1,,20251122,03_3_5_07
3,25,3,5,7,9,23100006,セイウンヤオヨロズ,27.0,0.3,0.0,0.0,0.0,0.0,27.3,2,,3.0,9.0,37.3,12,8.4,12,,,,,,,,,,,2.0,-11.9,-4.6,3,3,4.8,160,23.0,3.0,18.0,,,津村明秀,560,,上原博之,美浦,2310000620250914.0,2310000620250720.0,2310000620250628.0,,,6254402.0,3252803.0,3252105.0,,,5,,,,,,,1.0,3,,10507,10293,159.0,,0,-21.5,-12.7,-14.8,-5.1,M,6.0,9.0,4.0,9.0,6.0,3.0,8.0,6.0,3.0,0,,,,,1,西山　茂行氏,5.0,0,4.0,6.0,8.0,8.0,8.0,9.0,1.7,9.0,2,,2223333231333333,,,,,,,0.3,0.0,1.0,10604,38,6.0,0,A3,,010001,1,20251024,29.0,西山牧場阿見分場,D,5,,20251122,03_3_5_07
3,25,3,5,7,10,23109090,アクティングエリア,30.0,0.4,0.0,0.0,0.0,0.0,30.4,3,1.0,3.0,1.0,23.5,9,5.5,9,,,,2.0,,1.0,,3.0,11.0,,9.0,-3.8,-4.7,3,3,6.4,121,6.0,2.0,18.0,,,Ａ．プーシャ,550,,天間昭一,美浦,2310909020251108.0,2310909020250719.0,2310909020250705.0,2310909020250628.0,,3253102.0,10252709.0,10252301.0,10252105.0,,5,,,,,,,,2,3,70370,10400,406.0,,0,-5.2,-6.3,-20.7,-5.7,M,1.0,,2.0,1.0,,2.0,2.0,1.0,1.0,0,,,,,2,rbObht@[@@@@@@@@@,1.0,0,10.0,6.0,1.0,3.0,12.0,10.0,2.5,11.4,2,,2222222222222222,,,,45.0,,,-0.2,25.0,1.0,10629,38,5.0,0,,,000001,2,20251017,,ビッグレッドファーム鉾田,C,8,,20251122,03_3_5_07
3,25,3,5,7,11,23107376,アルカマル,31.0,0.1,0.6,0.0,0.0,0.0,31.7,3,2.0,3.0,3.0,56.3,15,12.0,15,,,,4.0,,1.0,,,14.0,,13.0,-5.8,10.7,3,3,1.8,113,20.0,2.0,18.0,,,杉原誠人,560,,青木孝文,美浦,2310737620251025.0,2310737620250928.0,,,,4254303.0,6254905.0,,,,6,7.0,,,,4.0,,,3,,10555,10465,56.0,,0,-20.5,-13.4,-13.9,-4.4,M,11.0,13.0,4.0,10.0,6.0,5.0,9.0,8.0,4.0,0,,,,,1,VN[VO@@@@@@@@@@@,3.0,0,11.0,6.0,7.0,10.0,7.0,8.0,0.7,3.6,2,,2322322222332233,162.0,,,85.0,162.0,,0.0,0.0,1.0,10555,27,,0,B2,,000000,2,20251011,,ノーザンファーム天栄,A,5,,20251122,03_3_5_07
3,25,3,5,7,12,23100337,トーセンライティア,11.0,0.2,0.0,0.0,0.0,0.0,11.2,4,1.0,3.0,12.0,46.9,14,10.4,14,,,,,,1.0,,,1.0,,20.0,-11.9,-4.6,3,3,3.6,42,11.0,3.0,18.0,,,原田和真,550,,上原博之,美浦,2310033720250823.0,2310033720250621.0,,,,1252101.0,2251305.0,,,,6,,,,,,,,3,,10563,10293,,,0,-10.7,-11.0,-39.5,-7.8,M,3.0,7.0,2.0,7.0,5.0,2.0,15.0,28.0,1.0,0,,,,,2,島川　隆哉氏,3.0,0,16.0,6.0,2.0,6.0,16.0,12.0,1.4,6.8,2,,2312212222222322,,,,,,,-1.3,50.0,1.0,10563,8,,0,,1.0,000000,1,20251030,23.0,エスティファーム小見川,C,5,,20251122,03_3_5_07
3,25,3,5,7,13,23104487,アイドクレース,34.0,0.7,1.3,0.0,0.0,0.0,36.0,4,5.0,3.0,3.0,15.0,8,3.8,8,,,1.0,4.0,,5.0,2.0,2.0,32.0,,111.0,6.3,7.5,3,3,11.4,104,24.0,3.0,18.0,,,石神深道,520,3.0,金成貴史,美浦,2310448720251025.0,2310448720250928.0,2310448720250907.0,2310448720250817.0,,4254303.0,6254903.0,6254204.0,4252804.0,,7,6.0,4.0,6.0,,6.0,6.0,,3,,10629,10441,215.0,,0,-30.2,-18.6,-2.6,-9.9,M,15.0,21.0,2.0,15.0,12.0,3.0,5.0,3.0,2.0,3,,,,,2,TubhNuEtBA@@@@,1.0,0,12.0,2.0,14.0,13.0,2.0,15.0,4.7,19.5,2,,3323333221332333,162.0,,,173.0,734.0,146.0,-0.6,0.0,1.0,10629,45,3.0,0,,,000000,5,20250709,,真歌トレーニングパーク,C,7,,20251122,03_3_5_07
3,25,3,5,7,14,23106436,マイネルシュラハト,18.0,0.2,0.0,0.0,0.0,0.0,18.2,4,,3.0,15.0,30.3,11,6.9,11,,,,1.0,,4.0,,1.0,10.0,,37.0,-8.0,-4.0,3,3,3.6,51,3.0,3.0,18.0,,,佐々木大輔,560,,畠山吉宏,美浦,2310643620250802.0,,,,,4252304.0,,,,,7,,,,,,,,3,,10617,10354,,,0,-16.5,-24.3,-12.9,-9.0,M,13.0,15.0,3.0,14.0,11.0,4.0,12.0,14.0,3.0,0,,,,,1,TubhNuEtBA@@@@,1.0,0,15.0,6.0,6.0,15.0,6.0,14.0,1.4,6.8,2,,2222222222222133,,,,,,,-2.0,99.9,1.0,10429,14,,0,,1.0,000001,1,20251024,29.0,ビッグレッドファーム鉾田,C,8,,20251122,03_3_5_07
3,25,3,5,7,15,23104491,コスモクラシック,35.0,1.1,1.7,0.0,0.0,0.0,37.8,2,2.0,3.0,1.0,8.2,5,2.6,5,3.0,,,4.0,,5.0,1.0,5.0,37.0,,174.0,12.9,5.3,3,3,18.4,185,3.0,3.0,18.0,,,石川裕紀人,560,,嘉藤貴行,美浦,2310449120251108.0,2310449120251005.0,2310449120250915.0,2310449120250823.0,,8254103.0,5254202.0,6254502.0,4253105.0,,8,3.0,1.0,5.0,6.0,,3.0,1.0,2,,10570,10504,435.0,,0,-15.5,-2.9,-18.0,-1.7,M,4.0,8.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,0,,,,,1,u[X^[Yt@[@@@@@@@@,1.0,0,2.0,6.0,4.0,1.0,11.0,3.0,8.3,29.4,2,,2333332222332333,,,,78.0,,,0.2,0.0,21.0,10570,55,1.0,0,A1,,000009,2,20251021,,ビッグレッドファーム鉾田,C,5,,20251122,03_3_5_07
3,25,3,5,7,16,23101114,ファイタージェット,28.6,1.2,0.5,0.0,0.0,0.0,30.3,4,,3.0,12.0,7.1,4,2.3,4,,,1.0,5.0,,8.0,9.0,14.0,24.0,,210.0,2.2,2.7,2,3,20.8,84,23.0,3.0,18.0,,,菅原明良,560,,林徹,美浦,2310111420250824.0,,,,,4253205.0,,,,,8,,,,5.0,,,,3,,10599,10472,190.0,,0,-32.0,-15.3,-11.4,-13.0,M,16.0,23.0,2.0,16.0,14.0,2.0,10.0,9.0,5.0,0,,,,,1,ゴドルフィン,1.0,0,13.0,4.0,16.0,11.0,5.0,16.0,9.7,32.3,2,,222312    332322,,,,874.0,87.0,809.0,-1.0,0.0,1.0,10599,13,,0,,1.0,000000,1,20251030,23.0,ミッドウェイファーム,A,1,,20251122,03_3_5_07
