場コード,年,回,日,R,馬番,血統登録番号,馬名,ＩＤＭ,騎手指数,情報指数,予備1,予備2,予備3,総合指数,脚質,距離適性,上昇度,ローテーション,基準オッズ,基準人気順位,基準複勝オッズ,基準複勝人気順位,特定情報◎,特定情報○,特定情報▲,特定情報△,特定情報×,総合情報◎,総合情報○,総合情報▲,総合情報△,総合情報×,人気指数,調教指数,厩舎指数,調教矢印コード,厩舎評価コード,騎手期待連対率,激走指数,蹄コード,重適正コード,クラスコード,予備,ブリンカー,騎手名,負担重量,見習い区分,調教師名,調教師所属,前走1競走成績キー,前走2競走成績キー,前走3競走成績キー,前走4競走成績キー,前走5競走成績キー,前走1レースキー,前走2レースキー,前走3レースキー,前走4レースキー,前走5レースキー,枠番,総合印,ＩＤＭ印,情報印,騎手印,厩舎印,調教印,激走印,芝適性コード,ダ適性コード,騎手コード,調教師コード,獲得賞金,収得賞金,条件クラス,テン指数,ペース指数,上がり指数,位置指数,ペース予想,道中順位,道中差,道中内外,後3Ｆ順位,後3Ｆ差,後3Ｆ内外,ゴール順位,ゴール差,ゴール内外,展開記号,距離適性2,枠確定馬体重,枠確定馬体重増減,取消フラグ,性別コード,馬主名,馬主会コード,馬記号コード,激走順位,LS指数順位,テン指数順位,ペース指数順位,上がり指数順位,位置指数順位,騎手期待単勝率,騎手期待3着内率,輸送区分,走法,体型,体型総合1,体型総合2,体型総合3,馬特記1,馬特記2,馬特記3,馬スタート指数,馬出遅率,参考前走,参考前走騎手コード,万券指数,万券印,降級フラグ,激走タイプ,休養理由分類コード,フラグ,入厩何走目,入厩年月日,入厩何日前,放牧先,放牧先ランク,厩舎ランク,改行,年月日,race_key
3,25,3,5,8,1,22105365,オプレントジュエル,46.0,0.7,0.5,0.0,0.0,0.0,47.2,2,2.0,3.0,6.0,13.7,6,3.5,6,,,,6.0,,1.0,1.0,,48.0,,54.0,3.3,2.5,2,3,11.7,201,3.0,3.0,15.0,,,三浦皇成,540,,田村康仁,美浦,2210536520251004.0,2210536520250802.0,2210536520250719.0,2210536520250524.0,2210536520250323.0,5254107.0,4252312.0,3252708.0,4251702.0,6252805.0,1,4.0,4.0,6.0,,5.0,,,2,3,10542,10333,1430.0,400.0,1,-25.4,-3.0,-5.5,-1.5,H,12.0,19.0,2.0,9.0,13.0,3.0,5.0,6.0,3.0,0,,,,,2,[Xz[X@@@@@@@@@@@,1.0,0,9.0,6.0,14.0,10.0,5.0,5.0,4.6,21.3,2,,2323222222322223,162.0,136.0,,162.0,,,0.0,0.0,1.0,10542,58,2.0,0,A4,,000000,1,20251029,24.0,山元トレーニングセンター,A,5,,20251122,03_3_5_08
3,25,3,5,8,2,22103511,ノンスタンダルド,37.0,0.4,-1.0,0.0,0.0,0.0,36.4,3,,3.0,5.0,29.7,13,6.7,13,,,,,,,,1.0,1.0,,2.0,-11.9,-10.0,3,3,6.4,149,10.0,2.0,35.0,,,丹内祐次,540,,嘉藤貴行,美浦,2210351120251011.0,2210351120250727.0,2210351120250517.0,2210351120250315.0,2210351120250202.0,5254308.0,7253209.0,4251501.0,9251501.0,8251201.0,1,,,,,,,,,2,10515,10504,780.0,400.0,1,-5.9,-0.7,-19.1,-5.2,H,6.0,8.0,2.0,6.0,9.0,2.0,15.0,24.0,1.0,4,,,,,2,原　禮子氏,4.0,0,13.0,6.0,3.0,8.0,15.0,9.0,2.4,11.7,2,,2223231222332322,,,,442.0,443.0,,0.0,20.0,,30468,40,,0,B2,,210201,1,20251101,21.0,山元トレーニングセンター,A,5,,20251122,03_3_5_08
3,25,3,5,8,3,22104716,シェーンシュティア,43.0,0.4,0.0,0.0,0.0,0.0,43.4,3,2.0,3.0,3.0,27.1,11,6.2,11,1.0,,,4.0,,2.0,1.0,1.0,37.0,,50.0,-1.9,2.0,2,3,6.4,197,24.0,3.0,15.0,,,杉原誠人,540,,林徹,美浦,2210471620251026.0,2210471620250705.0,2210471620250419.0,2210471620250118.0,2210471620241117.0,4254404.0,3252309.0,6253706.0,6251605.0,5245605.0,2,,,,,6.0,,,2,,10555,10472,1020.0,400.0,1,-24.8,-7.5,-2.9,-10.3,H,14.0,21.0,2.0,13.0,18.0,3.0,7.0,10.0,4.0,0,,,,,2,CI[Xz[X@@@@@@@@@,4.0,0,10.0,6.0,13.0,13.0,4.0,14.0,2.5,11.4,2,,2222232231222323,,,,734.0,150.0,,-0.4,0.0,1.0,10555,51,5.0,0,,,000000,2,20251004,,ノーザンファーム天栄,A,1,,20251122,03_3_5_08
3,25,3,5,8,4,21101116,エコテーラー,45.1,0.8,0.0,0.0,0.0,0.0,45.9,1,2.0,3.0,12.0,13.8,7,3.5,7,,,,5.0,,3.0,3.0,5.0,40.0,,112.0,5.3,-10.0,2,3,13.5,222,3.0,3.0,15.0,,,小沢大仁,560,,石橋守,栗東,2110111620250823.0,2110111620250809.0,2110111620250622.0,2110111620250531.0,2110111620250330.0,7254108.0,7253508.0,9253607.0,,9252209.0,2,7.0,,,6.0,,6.0,1.0,2,3,10605,10449,3031.0,400.0,1,-10.3,13.0,-26.1,10.0,H,4.0,7.0,3.0,1.0,,2.0,12.0,15.0,1.0,1,,,,,2,中西　浩一氏,8.0,0,4.0,6.0,6.0,1.0,16.0,1.0,6.0,22.5,3,,2222222222331133,162.0,,,81.0,442.0,162.0,0.0,0.0,21.0,10460,56,3.0,0,A2,1.0,000001,1,20251030,23.0,キャニオンファーム土山,B,5,,20251122,03_3_5_08
3,25,3,5,8,5,22105166,ヨヒーン,51.3,2.1,3.5,0.0,0.0,0.0,56.9,4,2.0,3.0,10.0,4.2,1,1.7,1,1.0,2.0,4.0,,,18.0,19.0,17.0,13.0,,415.0,16.5,20.0,2,3,34.8,220,10.0,1.0,14.0,,3,鮫島克駿,540,,杉山晴紀,栗東,2210516620250906.0,2210516620250810.0,2210516620250727.0,2210516620250628.0,2210516620250615.0,1252509.0,1251609.0,1251204.0,2251504.0,2251204.0,3,1.0,1.0,1.0,2.0,2.0,1.0,,2,,10578,10466,1802.0,400.0,1,-18.5,1.2,-0.5,-6.4,H,9.0,16.0,2.0,8.0,13.0,2.0,3.0,1.0,4.0,3,,,,,2,藤田　晋氏,,0,5.0,2.0,9.0,6.0,2.0,10.0,17.7,48.5,3,,3222222222222222,,,,360.0,421.0,384.0,-0.3,22.0,21.0,10578,47,,0,,1.0,000000,1,20251029,24.0,ノーザンファームしがらき,A,2,,20251122,03_3_5_08
3,25,3,5,8,6,22104906,ロパシック,50.7,1.6,2.6,0.0,0.0,0.0,54.9,2,2.0,3.0,15.0,5.6,3,2.0,3,2.0,3.0,1.0,1.0,,13.0,15.0,11.0,23.0,,326.0,6.1,20.2,2,3,27.6,208,10.0,2.0,15.0,,,丸山元気,540,,大竹正博,美浦,2210490620250802.0,2210490620250713.0,2210490620240728.0,,,1251304.0,,1241405.0,,,3,3.0,2.0,3.0,3.0,1.0,5.0,,2,,10547,10411,990.0,400.0,1,-0.2,7.5,-11.3,-2.1,H,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,0,,,,,2,VN[VO@@@@@@@@@@@,3.0,0,7.0,6.0,2.0,2.0,11.0,6.0,13.3,40.6,2,,2222332232333222,,,,,,,-0.3,33.0,1.0,10455,46,,0,,1.0,001001,1,20251030,23.0,ノーザンファーム天栄,A,2,,20251122,03_3_5_08
3,25,3,5,8,7,21102900,ノクターナル,34.0,0.1,-1.0,0.0,0.0,0.0,33.1,3,2.0,3.0,10.0,84.0,16,17.3,16,,,,,,,,,,,,-11.9,-18.1,3,4,1.8,98,10.0,2.0,18.0,,,水沼元輝,530,3.0,加藤和宏,美浦,2110290020250908.0,2110290020250819.0,2110290020250724.0,2110290020250623.0,2110290020250321.0,36259810.0,,,,,4,,,,,,,,3,3,10621,10387,,310.0,1,-14.0,-20.0,-17.0,-9.0,H,7.0,13.0,2.0,12.0,17.0,2.0,16.0,30.0,1.0,4,,,,,2,j[}R[h@@@@@@@@@@@,,5,16.0,6.0,7.0,16.0,13.0,12.0,0.7,3.6,2,,2332332222333222,162.0,,,162.0,,,,0.0,,,20,,0,,1.0,001101,1,20251029,24.0,有限会社高橋トレーニングセンター,D,8,,20251122,03_3_5_08
3,25,3,5,8,8,22105668,トーセンリバーブ,36.0,0.4,0.5,0.0,0.0,0.0,36.9,1,2.0,3.0,41.0,22.0,9,5.1,9,,,,3.0,,1.0,,3.0,16.0,,61.0,-5.6,9.0,3,3,6.4,145,3.0,3.0,15.0,,,菊沢一樹,540,,菊沢隆徳,美浦,2210566820250201.0,2210566820250105.0,,,,10251302.0,6251106.0,,,,4,,,5.0,,4.0,,,2,,10581,10424,720.0,400.0,1,-23.7,-10.9,-1.9,-0.3,H,10.0,16.0,3.0,10.0,13.0,4.0,8.0,11.0,3.0,3,,,,,2,島川　隆哉氏,3.0,0,14.0,6.0,12.0,15.0,3.0,2.0,2.5,11.4,2,,3323322221332222,162.0,,,442.0,162.0,,0.0,0.0,1.0,10581,47,,0,,2.0,001000,1,20251015,38.0,エスティファーム小見川,C,6,,20251122,03_3_5_08
3,25,3,5,8,9,21105478,エリカリーシャン,36.3,0.1,0.0,0.0,0.0,0.0,36.4,3,2.0,3.0,43.0,75.0,15,15.6,15,,,,1.0,,,,,4.0,,4.0,-11.9,-6.3,3,3,1.8,203,23.0,3.0,15.0,,,荻野極,560,,国枝栄,美浦,2110547820250118.0,2110547820240915.0,2110547820240602.0,2110547820240324.0,2110547820240225.0,6251612.0,6244406.0,5243207.0,6243208.0,6242209.0,5,,,,,,,,2,3,10580,10268,960.0,400.0,1,-21.5,-2.0,-18.4,-8.9,H,11.0,18.0,3.0,11.0,15.0,2.0,14.0,21.0,2.0,4,,,,,2,三木　正浩氏,5.0,0,8.0,6.0,10.0,9.0,14.0,11.0,0.7,3.6,2,,1223332121333323,,,,162.0,,,-0.1,12.0,13.0,10542,47,8.0,0,B1,1.0,000001,1,20251025,28.0,ノーザンファーム天栄,A,3,,20251122,03_3_5_08
3,25,3,5,8,10,22106825,コスモイシュタル,45.3,0.9,0.8,0.0,0.0,0.0,47.0,2,2.0,3.0,4.0,12.3,5,3.2,5,,,,5.0,,11.0,2.0,2.0,24.0,,152.0,8.7,0.7,2,3,14.3,170,2.0,3.0,15.0,,,松岡正海,540,,深山雅史,美浦,2210682520251018.0,2210682520250920.0,2210682520250713.0,2210682520250621.0,2210682520250524.0,4254109.0,6254607.0,3252609.0,5253508.0,5252909.0,5,5.0,5.0,4.0,5.0,,3.0,,2,,10500,10483,1693.0,400.0,1,-7.5,1.8,-7.8,-3.5,H,5.0,7.0,4.0,5.0,7.0,2.0,6.0,7.0,2.0,0,,,,,2,u[X^[Yt@[@@@@@@@@,1.0,0,11.0,3.0,4.0,5.0,6.0,7.0,6.7,24.2,2,,3323332222332333,162.0,136.0,,734.0,171.0,874.0,0.2,0.0,3.0,10507,50,7.0,0,,,000009,1,20251105,17.0,ビッグレッドファーム鉾田,C,8,,20251122,03_3_5_08
3,25,3,5,8,11,22105233,ルナルーチェット,40.0,0.4,0.0,0.0,0.0,0.0,40.4,3,5.0,3.0,5.0,29.4,12,6.6,12,,,,,,,,,8.0,,3.0,-11.9,-6.3,3,3,6.4,168,4.0,2.0,15.0,,2,菅原明良,540,,国枝栄,美浦,2210523320251013.0,2210523320250817.0,2210523320250727.0,2210523320250524.0,2210523320250412.0,5254509.0,1251807.0,1251209.0,5252909.0,6253511.0,6,,,,,,,,2,,10599,10268,924.0,400.0,1,-14.6,0.0,-9.6,-4.9,H,8.0,13.0,3.0,7.0,11.0,2.0,10.0,14.0,2.0,0,,,,,2,[Xz[X@@@@@@@@@@@,1.0,0,12.0,6.0,8.0,7.0,9.0,8.0,2.5,11.4,2,,2333333232222333,162.0,,,873.0,162.0,120.0,0.0,0.0,31.0,10590,40,,0,,,010009,1,20251028,25.0,山元トレーニングセンター,A,3,,20251122,03_3_5_08
3,25,3,5,8,12,21105694,ホウオウペトリュス,44.0,0.1,0.0,0.0,0.0,0.0,44.1,4,5.0,3.0,1.0,57.6,14,12.1,14,,,,3.0,,,,2.0,17.0,,14.0,-7.4,-10.0,3,3,1.8,133,11.0,3.0,15.0,,,富田暁,560,,須貝尚介,栗東,2110569420251109.0,2110569420251012.0,2110569420250920.0,2110569420250525.0,2110569420250504.0,3253209.0,8253412.0,9254607.0,,8252407.0,6,,,,,,,,3,2,10588,10414,1060.0,400.0,1,-21.6,-9.3,0.3,-16.9,H,13.0,19.0,4.0,16.0,20.0,3.0,9.0,13.0,5.0,2,2.0,,,,2,小笹　芳央氏,6.0,0,15.0,1.0,11.0,14.0,1.0,16.0,0.7,3.6,3,,2322322222332222,,,,167.0,874.0,421.0,-0.4,17.0,1.0,10588,37,,0,,,010000,4,20250903,,ノーザンファームしがらき,A,3,,20251122,03_3_5_08
3,25,3,5,8,13,22103705,エレガンシア,36.6,0.3,0.0,0.0,0.0,0.0,36.9,3,2.0,3.0,15.0,18.0,8,4.4,8,,,,,,1.0,,,3.0,,22.0,-10.0,-9.0,3,3,4.6,213,23.0,3.0,15.0,,,吉田豊,540,,高柳大輔,栗東,2210370520250823.0,2210370520250803.0,2210370520250713.0,2210370520250503.0,2210370520250420.0,1252106.0,1251408.0,10252608.0,8252309.0,9252802.0,7,,,,,,,1.0,2,,10416,10468,671.0,400.0,1,-27.0,-3.7,-8.8,-11.2,H,16.0,23.0,2.0,15.0,19.0,2.0,11.0,14.0,4.0,0,,,,,2,L[X@@@@@@@@@@@@@@,5.0,0,6.0,6.0,15.0,11.0,8.0,15.0,1.8,8.5,3,,2232222221222222,,,,85.0,,,-0.3,0.0,2.0,10578,51,4.0,0,A3,1.0,000001,1,20251107,15.0,チャンピオンヒルズ,A,3,,20251122,03_3_5_08
3,25,3,5,8,14,22105038,シャンソンドール,50.0,2.1,3.1,0.0,0.0,0.0,55.2,1,2.0,3.0,9.0,4.2,2,1.7,2,3.0,2.0,1.0,1.0,,14.0,19.0,13.0,19.0,,352.0,13.3,18.3,3,3,34.8,227,22.0,3.0,15.0,,,戸崎圭太,540,,奥村武,美浦,2210503820250914.0,2210503820250112.0,2210503820241109.0,,,6254407.0,6251405.0,3243305.0,,,7,2.0,3.0,2.0,1.0,3.0,2.0,,2,,30468,10454,1070.0,400.0,1,0.7,7.1,-9.8,-1.1,H,1.0,,2.0,2.0,2.0,2.0,1.0,,2.0,1,,,,,2,Lbgt@[@@@@@@@@@@,2.0,0,3.0,5.0,1.0,3.0,10.0,4.0,17.7,48.5,2,,2222322221333333,162.0,,,182.0,162.0,215.0,0.2,33.0,1.0,30468,45,,0,,,001000,1,20251030,23.0,ノーザンファーム天栄,A,2,,20251122,03_3_5_08
3,25,3,5,8,15,20103410,ディバイングレース,41.0,0.4,0.0,0.0,0.0,0.0,41.4,4,5.0,3.0,8.0,22.6,10,5.3,10,,,,2.0,,1.0,1.0,,5.0,,38.0,0.9,-10.0,3,3,7.3,246,19.0,2.0,15.0,,,津村明秀,560,,蛯名正義,美浦,2010341020250920.0,2010341020250713.0,2010341020250629.0,2010341020250622.0,2010341020250511.0,6254607.0,3252609.0,3252208.0,5253608.0,5252606.0,8,,,,,,,1.0,2,3,10507,10500,1510.0,400.0,1,-27.8,-6.3,-7.8,-10.0,H,15.0,22.0,3.0,14.0,18.0,4.0,13.0,15.0,3.0,0,2.0,,,,2,Lbgt@[@@@@@@@@@@,2.0,0,1.0,6.0,16.0,12.0,7.0,13.0,2.6,13.0,2,,3323323231333333,162.0,,,162.0,449.0,305.0,-0.3,24.0,31.0,30113,65,1.0,0,A1,,000001,1,20251030,23.0,ノーザンファーム天栄,A,3,,20251122,03_3_5_08
3,25,3,5,8,16,22105866,ティティナ,45.2,1.4,0.0,0.0,0.0,0.0,46.6,1,2.0,3.0,8.0,6.0,4,2.1,4,,,1.0,4.0,,2.0,6.0,10.0,33.0,,137.0,6.2,-8.2,3,2,23.8,231,24.0,3.0,14.0,,,横山武史,540,,和田正一郎,美浦,2210586620250920.0,2210586620250426.0,2210586620250125.0,,,6254607.0,3251503.0,6251812.0,,,8,6.0,6.0,,4.0,,4.0,,2,,10590,10423,880.0,400.0,1,-9.5,5.8,-15.0,-0.3,H,3.0,5.0,2.0,4.0,4.0,2.0,2.0,,3.0,1,,,,,2,吉田　和美氏,6.0,0,2.0,4.0,5.0,4.0,12.0,3.0,11.1,36.2,2,,3333132222332333,162.0,,,162.0,,,0.7,33.0,1.0,10626,50,6.0,0,,,000001,1,20251107,15.0,ノーザンファーム天栄,A,8,,20251122,03_3_5_08
3,25,3,5,9,1,22104649,インターポーザー,46.0,0.2,0.9,0.0,0.0,0.0,47.1,3,2.0,3.0,7.0,30.9,11,6.2,11,,1.0,,1.0,,2.0,3.0,1.0,14.0,,19.0,-4.9,13.0,3,3,3.6,191,23.0,3.0,15.0,,,小沢大仁,560,,高野友和,栗東,2210464920250928.0,2210464920250614.0,2210464920250511.0,2210464920250309.0,2210464920250119.0,9254908.0,9253312.0,4251409.0,9251409.0,6251711.0,1,,,,,4.0,,1.0,2,,10605,10426,1014.0,400.0,1,-10.5,6.6,-17.0,-6.9,H,4.0,15.0,2.0,4.0,10.0,2.0,6.0,14.0,1.0,0,,,,,1,VN[VO@@@@@@@@@@@,3.0,0,5.0,5.0,5.0,2.0,14.0,8.0,1.4,6.8,3,,1223222122222133,,,,167.0,81.0,,-0.2,29.0,1.0,10605,46,5.0,0,A2,,000000,1,20251022,31.0,ノーザンファームしがらき,A,2,,20251122,03_3_5_09
3,25,3,5,9,2,22101889,ゼットエイト,36.0,0.1,0.0,0.0,0.0,0.0,36.1,3,2.0,3.0,19.0,67.8,15,12.5,15,,,,2.0,,3.0,1.0,,12.0,,7.0,-9.7,-10.0,3,3,1.8,117,10.0,1.0,15.0,,,富田暁,560,,宮地貴稔,栗東,2210188920250705.0,2210188920250622.0,2210188920250316.0,2210188920250215.0,2210188920240922.0,2251709.0,2251404.0,9251605.0,10251705.0,7243703.0,1,,,,,,,,3,,10588,10520,632.0,400.0,1,-10.5,-1.2,-20.9,-6.8,H,5.0,15.0,3.0,5.0,12.0,2.0,15.0,26.0,1.0,4,,,,,1,tH[Xg@@@@@@@@@@@@@,8.0,0,13.0,2.0,6.0,9.0,16.0,6.0,0.7,3.6,3,,3222222222332223,,,,87.0,449.0,874.0,0.0,0.0,1.0,10578,23,,0,,1.0,000001,1,20251029,24.0,キャニオンファーム土山,B,5,,20251122,03_3_5_09
3,25,3,5,9,3,22104171,スナークピカソ,50.2,1.9,3.6,0.0,0.0,0.0,55.7,1,2.0,3.0,1.0,4.6,3,1.6,3,1.0,1.0,3.0,2.0,,13.0,9.0,19.0,22.0,,326.0,17.0,20.0,2,3,31.4,200,11.0,2.0,15.0,,,戸崎圭太,560,,高橋一哉,栗東,2210417120251108.0,2210417120250629.0,2210417120250601.0,2210417120250316.0,2210417120250222.0,3253106.0,3252211.0,,6252611.0,10251902.0,2,2.0,2.0,1.0,3.0,1.0,2.0,,2,2,30468,10515,1165.0,400.0,1,5.7,13.4,-17.6,-0.1,H,1.0,,2.0,1.0,,2.0,2.0,3.0,1.0,1,,,,,1,杉本　豊氏,9.0,0,2.0,1.0,1.0,1.0,15.0,1.0,15.8,45.2,3,,2322323231322233,162.0,,,789.0,451.0,163.0,0.3,30.0,31.0,10605,37,,0,,,000001,2,20251015,,フォレストヒル,B,6,,20251122,03_3_5_09
3,25,3,5,9,4,22101191,ポタリング,48.1,0.5,1.6,0.0,0.0,0.0,50.2,2,2.0,3.0,1.0,17.7,6,3.9,6,,,,6.0,,2.0,,3.0,36.0,,105.0,2.4,13.6,3,3,9.2,130,24.0,3.0,15.0,,,武藤雅,560,,武藤善則,美浦,2210119120251108.0,2210119120251018.0,2210119120250720.0,2210119120250621.0,2210119120250601.0,3253106.0,4254107.0,3252808.0,5253504.0,,2,5.0,4.0,6.0,6.0,3.0,,,3,2,10589,10374,820.0,400.0,1,-6.9,3.3,-12.9,-1.8,H,2.0,10.0,2.0,2.0,7.0,2.0,3.0,7.0,1.0,0,,,,,3,高橋　文男氏,5.0,0,11.0,5.0,3.0,4.0,10.0,2.0,3.7,16.3,2,,3333332322332323,162.0,,,162.0,809.0,874.0,-0.2,0.0,1.0,10632,42,6.0,0,,,000009,3,20250924,,阿見トレーニングセンター,C,6,,20251122,03_3_5_09
3,25,3,5,9,5,21104173,デイジー,46.0,0.7,1.7,0.0,0.0,0.0,48.4,2,5.0,3.0,1.0,12.1,5,2.9,5,,,,7.0,,1.0,3.0,7.0,51.0,,107.0,8.6,9.3,3,2,11.5,118,2.0,3.0,15.0,,,江田照男,560,,田中勝春,美浦,2110417320251109.0,2110417320251026.0,2110417320250823.0,2110417320250810.0,2110417320250727.0,3253209.0,4254404.0,4253112.0,4252612.0,4252212.0,3,7.0,,5.0,5.0,6.0,4.0,,3,2,10375,10516,1949.0,400.0,1,-6.2,0.8,-10.1,-5.0,H,3.0,10.0,3.0,3.0,8.0,3.0,7.0,15.0,2.0,0,,,,,2,飯田　正剛氏,6.0,0,12.0,5.0,2.0,7.0,8.0,5.0,4.5,19.1,2,,2223223232332333,162.0,,,209.0,888.0,162.0,-0.2,54.0,1.0,10375,40,,0,,,000000,3,20250923,,千代田牧場,A,7,,20251122,03_3_5_09
3,25,3,5,9,6,22106633,バルナバ,39.0,0.4,0.0,0.0,0.0,0.0,39.4,4,2.0,3.0,11.0,22.4,7,4.7,7,,,,3.0,,4.0,,2.0,17.0,,79.0,-2.0,-3.6,3,3,6.4,151,18.0,1.0,15.0,,,佐々木大輔,560,,浜田多実雄,栗東,2210663320250831.0,2210663320250810.0,2210663320250720.0,2210663320250329.0,2210663320250126.0,1252409.0,1251609.0,,7252505.0,7251906.0,3,,,,,,,,2,,10617,10447,1200.0,400.0,1,-25.8,1.0,-15.0,-4.9,H,13.0,27.0,2.0,11.0,16.0,4.0,12.0,20.0,4.0,0,,,,,1,ノースヒルズ,8.0,0,9.0,5.0,14.0,6.0,13.0,4.0,2.5,11.4,3,,2222212222222222,162.0,,,162.0,,,-0.9,62.0,31.0,10617,40,8.0,0,A4,1.0,000009,1,20251031,22.0,大山ヒルズ,A,5,,20251122,03_3_5_09
3,25,3,5,9,7,21104105,ルクスマーベリック,35.5,0.2,0.0,0.0,0.0,0.0,35.7,3,5.0,3.0,14.0,34.6,13,6.9,13,,,1.0,,,1.0,1.0,2.0,4.0,,41.0,-7.0,-3.9,3,3,3.6,204,3.0,2.0,15.0,,,杉原誠人,580,,大和田成,美浦,2110410520250810.0,2110410520250713.0,2110410520250621.0,2110410520250111.0,2110410520241215.0,4252612.0,10252608.0,9253512.0,7251304.0,8247607.0,4,,,,,,,,2,2,10555,10433,1450.0,400.0,1,-26.8,-15.1,-2.8,-13.3,H,16.0,29.0,2.0,16.0,23.0,2.0,10.0,19.0,1.0,3,2.0,,,,3,NX@@@@@@@@@@@@@@@@,,0,1.0,5.0,15.0,16.0,3.0,15.0,1.4,6.8,2,,2323323122333323,,,,33.0,167.0,888.0,-0.4,15.0,1.0,10570,53,2.0,0,B1,1.0,000101,1,20251016,37.0,吉澤ステーブルＷＥＳＴ,B,7,,20251122,03_3_5_09
3,25,3,5,9,8,22103316,キタノクニカラ,35.0,0.2,-1.0,0.0,0.0,0.0,34.2,4,1.0,3.0,12.0,32.8,12,6.6,12,,,,1.0,,1.0,,,4.0,,5.0,-11.9,-16.7,3,3,3.6,101,24.0,3.0,15.0,,,菅原明良,540,,小島茂之,美浦,2210331620250823.0,2210331620250719.0,2210331620250629.0,2210331620250615.0,2210331620250419.0,1252107.0,,2251607.0,2251209.0,6253706.0,4,,,,,,,,2,,10599,10378,1815.0,400.0,1,-12.7,-9.0,-11.9,-8.2,H,6.0,17.0,2.0,9.0,15.0,2.0,11.0,20.0,3.0,0,5.0,,,,2,~t@[@@@@@@@@@@@@@,3.0,0,15.0,5.0,7.0,13.0,9.0,12.0,1.4,6.8,2,,2323333222332123,162.0,136.0,,71.0,729.0,321.0,-0.7,33.0,1.0,10610,24,,0,,1.0,000001,1,20251030,23.0,ミルファーム千葉,E,8,,20251122,03_3_5_09
3,25,3,5,9,9,20110123,レッドアーバイン,38.0,0.1,0.0,0.0,0.0,0.0,38.1,4,5.0,3.0,10.0,84.2,16,15.4,16,,,,,,,,,,,,-11.9,-9.0,3,3,1.8,101,23.0,2.0,15.0,,,嶋田純次,580,,手塚貴久,美浦,2011012320250906.0,2011012320250823.0,2011012320250525.0,2011012320250504.0,2011012320250412.0,6254109.0,4253107.0,4251809.0,4251208.0,6253507.0,5,,,,,,,,2,3,10554,10344,850.0,400.0,1,-27.2,-10.3,-3.2,-11.2,H,14.0,28.0,3.0,15.0,21.0,2.0,14.0,22.0,3.0,0,,,,,1,z[X[VO@@@@@@@@@,5.0,6,15.0,5.0,16.0,14.0,4.0,14.0,0.7,3.6,2,,2223212212332233,162.0,136.0,,162.0,889.0,130.0,-0.7,33.0,1.0,10589,24,,0,,1.0,000001,1,20251030,23.0,阿見トレーニングセンター,C,3,,20251122,03_3_5_09
3,25,3,5,9,10,22105131,キューティリップ,51.0,2.6,2.1,0.0,0.0,0.0,55.7,3,5.0,3.0,6.0,3.2,1,1.4,1,3.0,3.0,1.0,,,20.0,23.0,8.0,13.0,,459.0,18.2,4.9,3,2,44.2,107,24.0,3.0,15.0,,,横山武史,540,,戸田博文,美浦,2210513120251004.0,2210513120250907.0,2210513120250816.0,2210513120250713.0,2210513120250607.0,5254107.0,6254211.0,4252706.0,3252609.0,5253107.0,5,1.0,1.0,3.0,1.0,,1.0,,2,3,10590,10363,2471.0,400.0,1,-17.7,3.5,2.5,-7.7,H,8.0,21.0,2.0,7.0,14.0,3.0,1.0,,3.0,2,,,,,2,小濱　忠一氏,4.0,0,14.0,4.0,9.0,3.0,1.0,11.0,24.8,58.4,2,,3323333222222333,,,,162.0,198.0,,-0.6,64.0,21.0,10589,34,,0,,,000009,1,20251104,18.0,ムラセファーム,C,7,,20251122,03_3_5_09
3,25,3,5,9,11,22100781,ルールーリマ,47.1,2.5,2.8,0.0,0.0,0.0,52.4,3,2.0,3.0,8.0,3.7,2,1.5,2,3.0,2.0,1.0,1.0,,12.0,24.0,15.0,16.0,,374.0,14.0,15.2,2,3,41.4,176,24.0,3.0,15.0,,,三浦皇成,540,,大竹正博,美浦,2210078120250920.0,2210078120250803.0,2210078120250420.0,2210078120250223.0,2210078120241208.0,6254607.0,1251408.0,3251404.0,5251804.0,6245403.0,6,3.0,5.0,2.0,2.0,2.0,3.0,,2,,10542,10411,1263.0,400.0,1,-20.2,0.3,-3.5,-8.7,H,10.0,23.0,2.0,10.0,16.0,3.0,4.0,8.0,4.0,0,,,,,2,ノースヒルズ,8.0,0,7.0,3.0,11.0,8.0,5.0,13.0,19.0,55.7,2,,2333133222331233,162.0,,,162.0,,,-0.4,29.0,1.0,10542,34,,0,,,000000,1,20251030,23.0,エスティファーム小見川,C,2,,20251122,03_3_5_09
